sl.no,label,msisdn,aon,daily_decr30,daily_decr90,rental30,rental90,last_rech_date_ma,last_rech_date_da,last_rech_amt_ma,cnt_ma_rech30,fr_ma_rech30,sumamnt_ma_rech30,medianamnt_ma_rech30,medianmarechprebal30,cnt_ma_rech90,fr_ma_rech90,sumamnt_ma_rech90,medianamnt_ma_rech90,medianmarechprebal90,cnt_da_rech30,fr_da_rech30,cnt_da_rech90,fr_da_rech90,cnt_loans30,amnt_loans30,maxamnt_loans30,medianamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,medianamnt_loans90,payback30,payback90,pcircle,pdate
4956,1,25386I84451,1793,23932.428,24131.07,929.48,758.48,17,0,8000,1,0,8000,8000,5.27,3,19,24000,8000,620.27,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,18-07-2016
4957,1,27050I70374,392,5633,8993.79,9021.53,19640.87,4,0,1539,2,22,3848,1924,16,6,11,9236,1539,11.75,0,0,0,0,2,12,6,0.5,6,36,6,0,13,12.2,UPW,16-08-2016
4958,1,75479I90580,196,6234,6303.83,1717.78,1987.78,10,0,1539,2,17,4717,2358.5,50.5,7,10,13191,1547,1,0,0,0,0,2,12,6,0,4,24,6,0,5.5,4.25,UPW,31-07-2016
4959,1,50702I82737,387,2351,5544,969.12,2338.66,30,0,770,1,0,770,770,-9,2,7,3079,1539.5,-4,0,0,0,0,1,12,12,0,2,18,12,0,0,0,UPW,10-08-2016
4960,1,20544I90581,999,8210.551333,8315.14,4140.33,4913.25,1,0,770,18,1,13887,771.5,634.3,32,1,28650,773,574.3,0,0,0,0,1,6,6,0,2,12,6,0,0,1.5,UPW,19-07-2016
4961,1,79013I70372,318,79.156,79.156,2257.36,2257.36,1,0,5787,3,7,9738,3178,19.9,3,7,9738,3178,19.9,0,0,0,0,2,12,6,0,2,12,6,0,11,11,UPW,28-06-2016
4962,1,53823I89236,293,3825.264,3847.83,2150.32,2638.12,2,0,770,4,6,7127,1154.5,111.5,6,7,9613,1243,111.5,0,0,0,0,3,18,6,0,6,36,6,0,8.666666667,5.6,UPW,06-07-2016
4963,0,32157I70788,102,2846.332,2861.46,2038.14,2351.7,6,0,3178,5,4,12713,3178,5,5,4,12713,3178,5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-07-2016
4964,1,92425I82734,132,2760.733333,2773,313.69,329.69,1,0,770,3,12,3079,770,50,5,32,5399,773,39,0,0,0,0,2,12,6,0.5,2,12,6,0.5,0,0,UPW,16-07-2016
4965,1,46209I84458,936,2878.38,2888.2,1508.62,1654.12,2,0,770,6,9,10776,2309,39.3,8,6,12322,1541,66.3,0,0,0,0,5,36,12,0,6,42,12,0,4.4,4,UPW,03-07-2016
4966,1,90277I85339,1476,6730,7760.5,597.36,913.48,16,0,770,6,0,4620,770,357.53,9,3,6930,770,147.53,0,0,0,0,1,6,6,0,3,18,6,0,0,10,UPW,09-08-2016
4967,1,03014I90841,863,1859.343,1866.27,3931.3,3991.3,4,0,770,2,18,6557,3278.5,174.07,2,18,6557,3278.5,174.07,0,0,0,0,2,12,6,0,3,18,6,0,9.5,9.5,UPW,03-07-2016
4968,1,05836I88650,245,36342,49572.04,4444.32,6956.45,2,0,1539,4,13,5388,1154.5,13.17,11,7,15407,1539,5.17,0,0,0,0,4,24,6,0,8,48,6,0,8,8.75,UPW,11-08-2016
4969,1,16682I70377,200,600,600,521.74,521.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,17-08-2016
4970,1,44028I88649,899,7338.05,7386.1,730.67,862.97,2,0,1539,9,1,8471,770,25.53,13,1,14754,770,25.53,0,0,0,0,3,18,6,0,3,18,6,0,7,7,UPW,15-07-2016
4971,1,56095I82735,1045,27.879,27.879,771.21,771.21,2,0,773,3,9,2493,773,24.5,3,9,2493,773,24.5,0,0,0,0,4,24,6,0,4,24,6,0,3,3,UPW,09-06-2016
4972,1,55749I82730,97,5097.423,5179.57,1796.35,2056.35,3,0,2309,8,3,13082,1539,26,15,3,30573,1539,33,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-07-2016
4973,1,00617I96756,627,16814,23555.42,2705.26,6917.14,4,0,1539,8,3,12312,1539,168.5,12,3,30621,1539,36.5,0,0,0,0,2,18,12,0.5,3,24,12,0,0,1.5,UPW,14-08-2016
4974,1,90895I90841,254,11044,13478.74,1999.66,2559.16,8,0,2309,4,4,7696,1924,60.5,5,12,13483,2309,24,0,0,0,0,3,18,6,0,4,24,6,0,4,7.5,UPW,05-08-2016
4975,1,21720I85320,650,3661.173333,3692.26,487.13,630.63,5,0,1539,6,7,6927,1154.5,22.75,8,7,9413,1243,22.75,0,0,0,0,7,42,6,0,7,42,6,0,3.833333333,5.142857143,UPW,10-07-2016
4976,1,85725I84452,1303,4728,7618.42,1304.35,3002.04,33,0,3178,0,0,0,0,0,6,9,10115,1539,29,0,0,0,0,1,12,12,0,2,18,12,0,0,0,UPW,15-08-2016
4977,1,41748I82736,179,3041.29,3088.9,1464.28,1736.44,1,92,770,2,7,3079,1539.5,26.5,4,11,6157,1539,21,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,27-07-2016
4978,1,74386I90585,465,8065,9585.77,16235.18,21239.91,3,0,1539,3,11,4617,1539,79.2,9,4,14661,1547,47.2,0,0,0,0,3,24,12,0,6,42,12,0,9,4.6,UPW,04-08-2016
4979,1,56505I70376,615,6.475333333,6.475333333,363.66,363.66,27,0,1547,1,0,1547,1547,1.8,1,0,1547,1547,1.8,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,22-06-2016
4980,1,75454I90587,1791,8.653333333,8.653333333,314.6,314.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,22-06-2016
4981,1,39371I82731,144,4713.453333,4787.18,2693.68,3058.28,5,0,2309,7,3,15801,2309,59,9,4,22158,2309,59,0,0,0,0,5,30,6,0,5,30,6,0,2.5,2.5,UPW,10-07-2016
4982,1,41507I88680,703,9905.066667,9908,1037.64,1059.64,2,0,1539,7,1,9235,1539,49,8,1,10774,1539,44.5,0,0,0,0,3,18,6,0,3,18,6,0,10,10,UPW,11-07-2016
4983,1,50229I90585,87,44.526,44.526,3759.66,3759.66,3,0,1539,2,7,5587,2793.5,92.5,2,7,5587,2793.5,92.5,0,0,0,0,2,12,6,0,2,12,6,0,11.5,11.5,UPW,18-06-2016
4984,1,44765I92192,649,5213.488,5247.44,639.24,1595.16,11,0,1539,2,4,3078,1539,187.5,6,3,7704,1539,121,0,0,0,0,3,18,6,0,3,18,6,0,1.5,1.5,UPW,24-07-2016
4985,1,46717I84451,1549,52.72366667,52.72366667,474.95,474.95,16,0,4048,2,550085.2811,5595,2797.5,20.7,2,8,5595,2797.5,20.7,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,23-06-2016
4986,1,24316I95200,471,6150,6653.26,0,90,53,0,5787,0,0,0,0,0,1,0,5787,5787,119,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-08-2016
4987,1,74008I70371,120,21.204,21.204,879.03,879.03,3,0,1539,2,8,2312,1156,14,2,8,2312,1156,14,0,0,0,0,4,24,6,0,4,24,6,0,4,4,UPW,09-06-2016
4988,1,71621I84454,1358,29917.2,30102,2379.83,2360.69,2,0,4048,3,7,20048,8000,2.8,4,30,52048,8000,27.8,0,0,0,0,4,30,12,0,4,30,12,0,2,12.5,UPW,22-07-2016
4989,1,95401I85338,1081,10448,17493.1,993.2,4319.89,1,0,770,6,7,8572,1156,20.33,13,8,20407,1539,20.33,0,0,0,0,4,24,6,0,8,48,6,0,3.6,3.375,UPW,12-08-2016
4990,1,50381I90842,842,843.0166667,844.5,176.32,182.4,5,0,1539,3,1,4617,1539,28,3,1,4617,1539,28,0,0,0,0,2,12,6,0,3,18,6,0,10,10,UPW,01-07-2016
4991,1,88537I84458,1166,103.4106667,103.4106667,-76.96,-76.96,1,0,1547,3,1,4641,1547,23.6,3,1,4641,1547,23.6,0,0,0,0,4,24,6,0,4,24,6,0,1.666666667,1.666666667,UPW,13-06-2016
4992,0,75401I90581,807,1153.669333,1157.16,13,30,35,0,770,0,0,0,0,0,1,0,770,770,6.67,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,17-07-2016
4993,1,73278I82733,335,52.92666667,52.92666667,3079.89,3079.89,5,0,4048,2,13,8115,4057.5,34,2,13,8115,4057.5,34,0,0,0,0,2,12,6,0,2,12,6,0,5.5,5.5,UPW,17-06-2016
4994,1,18097I91197,354,4050,4050,407.85,407.85,7,0,1539,2,9,3078,1539,19.5,2,9,3078,1539,19.5,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,25-07-2016
4995,1,07485I89235,101,6953.018,6995.03,622.69,548.17,1,0,770,5,1,15127,1539,138,7,2,16673,773,138,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-07-2016
4996,1,97764I85328,982,8733,13522.18,4521.62,6096.57,4,0,770,6,12,6174,770,61.5,18,0,17156,773,24.5,0,0,0,0,3,18,6,0,13,78,6,0,5.666666667,3.461538462,UPW,05-08-2016
4997,1,12050I85338,1367,272.3123333,272.3123333,18.17,18.17,9,0,10000,3,4,25787,10000,16.93,3,4,25787,10000,16.93,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,23-06-2016
4998,1,36095I70783,567,61.08366667,61.08366667,255.2,255.2,2,0,770,7,3,5408,773,63,10,3,8501,773,63.5,0,0,0,0,5,30,6,0,5,30,6,0,4.5,4.5,UPW,29-06-2016
4999,1,62036I88659,380,1844.75,1847.5,2084.11,3233.06,4,0,770,1,0,770,770,6,2,31,1543,771.5,214.5,0,0,0,0,2,12,6,0,2,12,6,0,0,10.5,UPW,11-07-2016
5000,1,19311I90840,882368.7669,32.92466667,32.92466667,265.72,265.72,5,0,1539,1,0,1539,1539,14,1,0,1539,1539,14,0,0,0,0,2,12,6,0,2,12,6,0,12,12,UPW,26-06-2016
5001,1,63686I90587,1619,24.29466667,24.29466667,157.13,157.13,13,0,1547,4,1,3266,773,13.27,5,1,3439,773,19.27,0,0,0,0,3,18,6,0,3,18,6,0,2,2,UPW,19-06-2016
5002,1,01289I90840,61,14.93333333,14.93333333,56,56,51,0,773,0,0,0,0,0,1,0,773,773,13,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-06-2016
5003,1,06619I89231,965,3000.1,3001,196.12,196.12,3,0,773,2,14,1543,771.5,34.2,2,14,1543,771.5,34.2,0,0,0,0,2,12,6,0,2,12,6,0,32.5,32.5,UPW,27-07-2016
5004,1,96871I89238,2147,9921,10896.01,900.09,2571.73,1,0,1539,4,6,6926,1539,32.24,7,5,10775,1539,29.74,0,0,0,0,3,24,12,0,6,42,12,0,7,14.14285714,UPW,14-08-2016
5005,1,48002I89239,339,8750,9519,897.05,1166.75,5,0,1539,8,1,6929,770,51.2,14,1,12318,770,51.2,0,0,0,0,6,36,6,0,12,72,6,0,5.333333333,6,UPW,01-08-2016
5006,1,64041I70370,741,6596.672,6645.44,1282.62,2062.46,13,0,3178,1,0,3178,3178,332,4,1,11174,3178,182.5,0,0,0,0,2,24,12,0,3,30,12,0,0,3,UPW,16-07-2016
5007,1,48358I90846,770,77.045,77.045,521.74,521.74,5,0,4048,1,0,4048,4048,5,1,0,4048,4048,5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,19-06-2016
5008,1,72593I82736,1127,31.27666667,31.27666667,204.38,204.38,5,0,770,5,5,4633,773,10.5,6,33,5580,773,13,0,0,0,0,5,30,6,0,5,30,6,0,5.4,5.4,UPW,22-06-2016
5009,0,48625I90844,767,3,3,74.16,74.16,1,0,773,1,0,773,773,0.2,2,48,1720,860,0.2,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,12-06-2016
5010,1,11116I90843,241,3824,3824,16858.63,22650.49,6,0,1924,1,0,1924,1924,17,1,0,1924,1924,17,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,08-08-2016
5011,1,06322I84458,314,18658.75467,18751.28,3853.56,4228.92,1,49,1539,19,1,29241,1539,23,24,1,35760,1539,19.5,0,0,1,0,11,66,6,0,13,78,6,0,2.090909091,3,UPW,17-07-2016
5012,1,18903I88689,1351,400,400,695.65,695.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,17-08-2016
5013,1,69301I70374,140,5861.439333,5897.37,1052.79,1685.91,3,0,770,5,17,5388,770,52,5,17,5388,770,52,0,0,0,0,2,12,6,0,3,18,6,0,13.5,12,UPW,16-07-2016
5014,0,54314I89235,1807,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,08-07-2016
5015,1,48169I88689,151,68.301,68.301,1323,1323,5,0,1539,6,0,7702,1539,79.5,7,34,9422,1539,134,0,0,0,0,3,18,6,0,3,18,6,0,4.5,4.5,UPW,27-06-2016
5016,1,91885I90840,623,20222,24160.67,7663.1,8293.1,4,0,2309,8,4,16163,2309,68.5,15,5,35215,2309,94,0,0,0,0,7,42,6,0,12,72,6,0.5,1.571428571,1.818181818,UPW,04-08-2016
5017,1,65424I90840,598,16.86,16.86,382.05,382.05,2,0,1547,4,0,3863,773,19.5,4,0,3863,773,19.5,0,0,0,0,4,24,6,0,4,24,6,0,5.75,5.75,UPW,09-06-2016
5018,1,74361I88688,744,1200,1200,4211.7,8647.38,1,0,770,3,3,2310,770,73,3,3,2310,770,73,0,0,0,0,0,0,0,0,0,0,0,0,75,75,UPW,09-08-2016
5019,1,61695I88688,447,30.104,30.104,146.64,146.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-2016
5020,1,54489I70375,419,2530.539,2560.77,1313.13,1790.13,4,0,1539,6,6,9238,1539,-179.83,7,5,11547,1539,-178.83,0,0,0,0,2,12,6,0,3,18,6,0,6,9.666666667,UPW,09-07-2016
5021,1,68954I90844,124,28812.58,31213.39,5296.54,6557.74,2,0,770,12,0,30930,770,442.085,16,0,41441,770,268.79,0,0,0,0,5,30,6,0,5,30,6,0,1.75,1.75,UPW,02-08-2016
5022,1,54616I85339,234,57.9,57.9,213.84,213.84,1,0,770,11,1,7891,773,87.5,11,1,7891,773,87.5,0,0,0,0,6,36,6,0,6,36,6,0,3.142857143,3.142857143,UPW,18-06-2016
5023,1,10507I91190,62,36.6,36.6,221.76,221.76,10,0,2309,1,0,2309,2309,86,1,0,2309,2309,86,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-06-2016
5024,1,84750I70786,445,11.94666667,11.94666667,1634.08,1634.08,2,0,1539,1,0,1539,1539,27,1,0,1539,1539,27,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-06-2016
5025,1,97974I82736,568,173.1753333,173.1753333,966.28,966.28,1,0,1539,12,1,13108,773,97,13,1,13881,773,94,0,0,0,0,4,24,6,0,4,24,6,0,2.25,2.25,UPW,14-06-2016
5026,1,97985I82731,330,3664.603,3692.29,11641.69,12857.5,2,0,773,11,1,8500,773,90,14,1,10819,773,92,0,0,0,0,8,48,6,0,1486.170436,54,6,0,4,13.33333333,UPW,09-07-2016
5027,1,18495I95202,356,7075.784,7133.12,2804.32,3749.05,1,0,770,23,0,23963,770,1214.5,27,1,31008,770,1131.5,0,0,0,0,3,30,12,1,5,42,12,1,2.5,3.4,UPW,09-07-2016
5028,1,43558I90846,882,12063,15245.33,10509.68,16904.55,1,0,1539,8,4,8467,770,45,21,1,19254,770,34,0,0,0,0,6,36,6,0,18,108,6,0,3.166666667,3.277777778,UPW,09-08-2016
5029,1,52576I95206,95,3376.563333,3412.45,14142.95,14282.95,1,0,770,2,6,2309,1154.5,20,5,1,6157,1539,47,0,0,0,0,3,18,6,0,3,18,6,0,3.5,3.5,UPW,28-07-2016
5030,1,33715I70785,310,36.04333333,36.04333333,1803.67,1803.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,11-06-2016
5031,1,33268I70376,741,18600,23398.46,1498.5,2068.76,4,0,2309,5,9,11545,2309,34.8,10,3,25709,2309,39.3,0,0,0,0,5,36,12,0,9,60,12,0,4.5,4.666666667,UPW,10-08-2016
5032,1,86590I70374,313,13723.759,13745.77,1199.66,1283.47,2,0,1539,7,1,9238,1539,14.5,9,0,11558,1539,20.5,0,0,0,0,7,42,6,0,7,42,6,0,4,10,UPW,29-07-2016
5033,1,68832I90584,2313,5020,5049.97,826.03,3831.43,3,0,770,3,24,3087,770,8,4,43,10487,1158.5,11.5,0,0,0,0,2,12,6,0,3,18,6,0,13,13,UPW,05-08-2016
5034,1,72755I85350,898,12947.38233,13032.41367,16583.91,19431.37,1,8,770,15,1,16179,770,315.77,18,1,19258,770,77.27,14,1,27,1,10,102,12,0,12,114,12,0,2.7,2.636363636,UPW,23-07-2016
5035,1,40047I85328,665708.4182,151.24,151.24,576,576,1,0,770,10,3,17893,1629.5,-63.8,11,3,20213,1720,-128.8,0,0,0,0,10,60,6,0,10,60,6,0,2.111111111,2.111111111,UPW,24-06-2016
5036,1,67680I84459,1169,8471,8605.75,2260.13,2464.81,5,0,1539,3,7,5387,1539,10.8,7,2,21617,4048,22.8,0,0,0,0,3,18,6,0,5,30,6,0,9,8,UPW,14-07-2016
5037,1,03074I90585,524,140.3,140.3,4759.62,4759.62,1,0,1539,16,1,24802,1539,52,16,1,24802,1539,52,0,0,0,0,13,78,6,0,13,78,6,0,2.307692308,2.307692308,UPW,23-06-2016
5038,1,06759I85349,1201,3323.957,3338.51,126,180,15,0,3178,1,0,3178,3178,112.4,3,9,7903,3178,58.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-07-2016
5039,1,17470I90589,248,11524.5,14883.75,2635.16,3291.21,6,0,770,8,4,6160,770,7.75,18,0,15424,770,26,0,0,0,0,5,30,6,0,8,48,6,0,2.75,2.857142857,UPW,08-08-2016
5040,1,64454I70378,284,4122.224,4126.72,836.6,919.2,3,0,2309,3,12,4618,1539,180,4,12,6157,1539,104.5,0,0,0,0,2,12,6,0,3,18,6,0,9,9,UPW,04-07-2016
5041,1,20146I70786,565,3504.68,3515.6,3073.94,3225.56,2,0,1539,2,14,3078,1539,31.5,3,32,4617,1539,33,0,0,0,0,3,18,6,0,3,18,6,0,13,13,UPW,21-07-2016
5042,0,49918I90849,808,500,500,104.4,391.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,22-07-2016
5043,1,99507I82730,736,5086.556667,5111.85,870.37,1077.89,2,0,770,9,2,10012,773,24.03,12,6,13271,860,21.03,0,0,0,0,9,54,6,0,10,60,6,0,2.625,2.8,UPW,08-07-2016
5044,1,75450I82737,1791,669.408,680.24,254.54,293.7,8,0,1539,7,0,7717,773,12.2,9,0,10211,947,12.2,0,0,0,0,5,30,6,0,6,36,6,0,5,4.833333333,UPW,04-07-2016
5045,0,76699I90846,67,315.7583333,315.7583333,-2316.25,-2316.25,22,0,3178,2,6,6371,3185.5,4.5,3,34,9564,3193,0,0,541877.7358,0,0,1,6,6,0,1,6,6,0,0,0,UPW,25-06-2016
5046,1,82296I70789,457,93.95866667,93.95866667,2653.84,2653.84,6,0,2309,5,6,12429,2309,74.83,5,6,12429,2309,74.83,0,0,0,0,4,24,6,0,4,24,6,0,2.25,2.25,UPW,28-06-2016
5047,1,20903I89236,174,11351.95433,11394.92967,3884.05,4782.99,4,30,770,9,3,11545,1539,10,12,5,15393,1539,13,1,0,2,4,6,36,6,0,7,42,6,0,3,3.166666667,UPW,23-07-2016
5048,1,20319I90840,863,44.8,44.8,1586.4,1586.4,2,0,1539,2,5,3078,1539,20.1,2,5,3078,1539,20.1,0,0,0,0,3,18,6,0,3,18,6,0,4.5,4.5,UPW,24-06-2016
5049,1,51123I95204,171,17144,17220,2698.03,4246.15,1,0,1539,13,0,16177,1539,66,21,0,26231,1539,65,0,0,0,0,7,54,12,0,13,90,12,0,4.5,3.538461538,UPW,19-07-2016
5050,1,41437I90845,790,4449.528,4466.66,3052.81,3321.49,2,0,1539,6,8,10004,1539,40.85,8,32,14317,1539,43.35,0,0,0,0,5,30,6,0,6,36,6,0,3.6,3.6,UPW,06-07-2016
5051,1,52010I82738,306,1816.392,1822.76,985.66,1137.3,5,0,1539,2,10,3078,1539,52.6,4,33,6444,1539,19.6,0,0,0,0,3,18,6,0,3,18,6,0,3.5,3.5,UPW,04-07-2016
5052,1,12408I82736,182,20.57466667,20.57466667,1138.41,1138.41,48,0,2320,0,0,0,0,0,1,0,2320,2320,43.2,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-06-2016
5053,1,26751I85350,948,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-08-2016
5054,1,35671I88689,674,7422,19470,2352.69,4202.58,1,0,3178,3,4,6256,1539,80.9,18,1,29525,1539,59.4,0,0,0,0,1,6,6,0,9,54,6,0,10,5.181818182,UPW,09-08-2016
5055,1,87052I89235,974,33.451,33.451,302.94,302.94,1,0,1539,3,7,3859,1539,63.3,3,7,3859,1539,63.3,0,0,0,0,2,12,6,0,2,12,6,0,1,1,UPW,11-06-2016
5056,1,05347I82732,1946,15738,17573.05,6143.95,10183.53,1,0,770,14,1,13856,770,188.55,31,1,30204,770,112.05,0,0,0,0,4,24,6,0,13,78,6,0,2,2.142857143,UPW,09-08-2016
5057,1,19420I85320,501,138.465,138.465,787.8,787.8,3,698089.9479,1547,6,7,10401,1543,21.5,9,1,13841,1539,25,0,0,0,0,4,24,6,0,4,24,6,0,1.5,1.5,UPW,15-06-2016
5058,1,82129I88680,539750.0283,37.576,37.576,1562.72,1562.72,3,0,4048,2,0,5587,2793.5,419.5,4,1,11974,3184,596,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,08-06-2016
5059,1,48752I85338,342,28.124,28.124,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-2016
5060,1,92297I82737,1086,1500.386667,1500.4,5192.05,5364.22,1,0,770,2,0,1540,770,39.4,2,0,1540,770,39.4,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,01-07-2016
5061,1,96275I90840,188,13020,14730,2126.85,4240.02,9,0,773,12,1,10047,773,17,13,1,11586,773,15,0,0,0,0,4,30,12,0,5,36,12,0,1.666666667,1.5,UPW,10-08-2016
5062,1,06094I90589,1673,3283.398,3308.78,588.92,679.08,1,0,773,6,0,6167,773,38.5,9,6,12431,1539,73,0,0,0,0,6,36,6,0,9,54,6,0,3.8,3.444444444,UPW,07-07-2016
5063,1,06630I70787,153,11.33333333,11.33333333,291.6,291.6,46,0,773,0,0,0,0,0,1,0,773,773,1031,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-06-2016
5064,1,37789I90581,138,148.8,148.8,677.28,677.28,4,0,1539,11,2,13107,1539,47,11,2,13107,1539,47,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,24-06-2016
5065,1,39756I89239,131,1500,1507.85,1068.68,2055.46,1,0,770,2,1,1540,770,92,3,61,2310,770,22,0,0,0,0,0,0,0,0,1,6,6,0,0,0,UPW,07-08-2016
5066,0,34407I95207,103,2924,2924,3584.58,4988.78,2,0,1924,1,0,1924,1924,0,1,0,1924,1924,0,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,17-07-2016
5067,1,61172I82731,1216,30691,31396.11,4465.74,6890.46,1,0,1539,13,1,20008,1539,23.53,16,1,32151,1539,34.03,0,0,0,0,12,72,6,0,15,90,6,0,1.818181818,2.071428571,UPW,02-08-2016
5068,0,19487I70781,594,20419.06867,20552.18,2998.48,3446.46,3,0,1539,14,2,23291,1539,69.8,21,1,33476,1539,60.3,0,0,0,0,10,90,12,0,13,108,12,0,2.666666667,2.583333333,UPW,13-07-2016
5069,0,57505I85320,543,50.93333333,50.93333333,372,372,12,10,773,2,18,8173,4086.5,28.5,2,18,8173,4086.5,28.5,1,0,1,0,3,18,6,0,3,18,6,0,2.5,2.5,UPW,25-06-2016
5070,1,26538I88649,1721,1708.4,1712,238.12,256.12,1,0,773,3,6,3082,773,155.2,3,6,3082,773,155.2,0,0,0,0,2,12,6,0,2,12,6,0,11.66666667,11.66666667,UPW,09-07-2016
5071,1,64003I70375,657,4304.087,4338.41,690.48,814.86,3,0,1539,9,1,10787,1539,0.3,15,1,16365,773,2.3,0,0,0,0,7,42,6,0,8,48,6,0,4.5,4,UPW,09-07-2016
5072,1,80788I70783,195,18525,18771.89,1708.2,2275.5,3,0,1539,8,2,13082,1539,19.5,10,1,20408,1539,21,0,0,0,0,7,42,6,0,8,48,6,0,2.428571429,3.777777778,UPW,31-07-2016
5073,1,82196I90849,829,12201.978,12257.67,5028.87,9091.67,4,0,770,7,2,9251,1539,27.17,13,2,13886,773,17.17,0,0,0,0,3,30,12,0,3,30,12,0,3.5,3.5,UPW,28-07-2016
5074,1,91049I95203,110,122.21,122.21,2396.4,2396.4,1,0,3178,9,1,14926,773,16,10,1,15699,773,16.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,30-06-2016
5075,1,16242I70781,589,3133.872,3151.59,6871.94,7536.74,6,0,2309,5,6,10013,2309,264.5,6,6,10960,1928,289,0,0,0,0,2,12,6,0,2,12,6,0,8,8,UPW,06-07-2016
5076,1,64363I95204,242,6590,6590,3549.9,3915,5,0,773,4,6,4624,1156,61.5,4,6,4624,1156,61.5,0,0,0,0,3,18,6,0,3,18,6,0,1.666666667,1.666666667,UPW,11-08-2016
5077,1,52105I88658,218,9578.622,9700.37,8923.4,9461.36,1,0,1539,17,1,25705,1539,45,22,1,34193,1539,39.5,0,799518.9311,0,0,2,18,12,0.5,2,18,12,0.5,0,0,UPW,12-07-2016
5078,1,27341I90846,506,99.24,99.24,2540.4,2540.4,1,0,8000,7,4,16476,1539,26.6,7,4,16476,1539,26.6,0,0,0,0,4,24,6,0,4,24,6,0,3.75,3.75,UPW,30-06-2016
5079,1,18919I85328,176,115.5073333,115.5073333,414.15,414.15,14,0,7560,1,0,7560,7560,106.77,2,34,8507,4253.5,63.27,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,11-06-2016
5080,0,78737I88659,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
5081,1,03023I84456,1070,276.352,276.352,628.32,628.32,1,0,770,28,1,22365,770,24.63,28,1,22365,770,24.63,0,0,0,0,20,120,6,0,20,120,6,0,1.523809524,1.523809524,UPW,24-06-2016
5082,1,23898I70378,610,117.685,117.685,551.25,551.25,1,0,2309,16,0,15191,773,49.93,19,0,17084,773,51.43,0,0,0,0,6,36,6,0,6,36,6,0,3.571428571,3.571428571,UPW,15-06-2016
5083,1,86692I70788,415,23.352,23.352,246.12,246.12,16,0,4067,1,0,4067,4067,0.5,1,0,4067,4067,0.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-06-2016
5084,1,16346I70377,684,7003.112667,7086.67,1250.11,2121.31,2,0,770,10,2,13114,1539,71.57,20,1,24706,1539,105.07,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,16-07-2016
5085,1,68020I91197,341,30219,30356.95,15781.9,19729.9,1,0,2309,9,1,20781,2309,44,13,6,35708,2309,22,0,0,0,0,9,90,12,0,12,108,12,0,2,2,UPW,30-07-2016
